shortcode,content_form,folder,n_jpg,n_mp4,n_slides,has_frames,n_frames,has_transcript,transcript_nonempty,media_id,caption,comments_count,like_count,media_product_type,media_type,permalink,timestamp,reach,saved,views,total_interactions,comments_downloaded,year,Not_reel,month,dayofweek,hour,ig_pk,owner_username,owner_id,media_type_api,product_type_api,taken_at,has_audio,video_duration,location_name,n_hashtags,n_mentions,music_source,audio_type,song_title,artist,audio_id,audio_cluster_id,music_duration_ms,is_explicit,mashups_allowed,tagged_usernames,tagged_user_ids,n_tagged,coauthors,coauthor_ids,n_coauthors,product_tags,n_product_tags,n_featured_products,sponsor_usernames,is_paid_partnership,features_status
CP-g4lNLNFD,image,multimodal_dataset_fixed\image\CP-g4lNLNFD,1,0,1,,0,,,18090881938262471,Buon compleanno al mio grande e immenso e bellissimo e unico e ultimo amore.,1346.0,268290.0,FEED,IMAGE,https://www.instagram.com/p/CP-g4lNLNFD/,2021-06-11 10:36:38,5317.0,1508.0,0.0,271154.0,1.0,2021.0,True,6.0,Friday,10.0,2593655061140525379,camihawke,15526265,1.0,feed,1623407798.0,,,Buon Compleanno,0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CP2_gMXL2f9,image,multimodal_dataset_fixed\image\CP2_gMXL2f9,1,0,1,,0,,,17918377732692205,"Una frase che dico troppo spesso è questa: lo faccio domani. Si declina poi in molti modi, lo dico domani, ci penso domani, lo finisco domani, risolvo domani. 
Succede che poi quel domani esplode, rumoroso e violento, in tanti frammenti minuscoli che diventano i cocci affilati di ieri. 
Rimango immobile a fissarli, impossibili da riassemblare. Allora io penso che se c’è stato un tempo per distruggere, deve per forza seguirne uno per ricostruire, ma è importante che sia sempre il prima possibile, tra pochissimo, fra un momento, ora. In poche parole, oggi.",510.0,137935.0,FEED,IMAGE,https://www.instagram.com/p/CP2_gMXL2f9/,2021-06-08 12:30:16,1867.0,3034.0,0.0,141479.0,1.0,2021.0,True,6.0,Tuesday,12.0,2591537924825638909,camihawke,15526265,1.0,feed,1623155416.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CP71BilrI0P,image,multimodal_dataset_fixed\image\CP71BilrI0P,1,0,1,,0,,,17893266860063829,"A me sembra che una forzata condizione di penombra, a volte, possa essere utile per distinguere meglio, in un secondo momento, i colori.",148.0,104920.0,FEED,IMAGE,https://www.instagram.com/p/CP71BilrI0P/,2021-06-10 09:34:54,4291.0,819.0,0.0,105887.0,1.0,2021.0,True,6.0,Thursday,9.0,2592899212805704975,camihawke,15526265,1.0,feed,1623317694.0,,,Penombra,0.0,0.0,none,,,,,,,,,['alessioalbi'],['10718977'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CpaJeUCDGDS,image,multimodal_dataset_fixed\image\CpaJeUCDGDS,1,0,1,,0,,,17953465682521523,Oggi nelle storie ho risposto a un po’ di domande frequenti❤️ se vi va fateci un salto! Buona domenica a tutti🫶🏻,83.0,56841.0,FEED,IMAGE,https://www.instagram.com/p/CpaJeUCDGDS/,2023-03-05 13:14:38,467200.0,213.0,0.0,57137.0,1.0,2023.0,True,3.0,Sunday,13.0,3051793363009036498,camihawke,15526265,1.0,feed,1678022140.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPdhd4QLeK9,image,multimodal_dataset_fixed\image\CPdhd4QLeK9,1,0,1,,0,,,17908700632783735,"Week end con la famiglia: poco telefono, tanto cibo, qualche libro, molti tramonti. 
Non mi abituo mai, per fortuna, a questa bellezza.",69.0,65149.0,FEED,IMAGE,https://www.instagram.com/p/CPdhd4QLeK9/,2021-05-29 15:06:48,1430.0,384.0,0.0,65602.0,1.0,2021.0,True,5.0,Saturday,15.0,2584368949981209277,camihawke,15526265,1.0,feed,1622300808.0,,,Casa vacanze Il Macchione Romizi,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cphqxn_jPQS,image,multimodal_dataset_fixed\image\Cphqxn_jPQS,1,0,1,,0,,,17878009394831830,Sincera raga: son qui per fare gli auguri alle donne con la d minuscola perchè poracce le divide n’caps lock da sta benedetta mimosa e nnamo su fatevi sentire,106.0,65188.0,FEED,IMAGE,https://www.instagram.com/p/Cphqxn_jPQS/,2023-03-08 11:20:46,628254.0,214.0,0.0,65508.0,1.0,2023.0,True,3.0,Wednesday,11.0,3053910150483866642,camihawke,15526265,1.0,feed,1678274481.0,,,D...Come Domodossola,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPIRIS3LJtr,image,multimodal_dataset_fixed\image\CPIRIS3LJtr,1,0,1,,0,,,17877840926351131,"Una camioc in versione castana ( è solo il bilanciamento del bianco) che vedete sorridente e felice ma ora provate a riguardare la stessa foto con la certezza che davanti non avessi assolutamente niente che facesse ridere, ma davvero niente raga eh, zero assoluto, ovo sodo. 
Non vi sembra immediatamente più malinconica? 😂",193.0,100390.0,FEED,IMAGE,https://www.instagram.com/p/CPIRIS3LJtr/,2021-05-21 08:59:59,1366.0,480.0,0.0,101063.0,1.0,2021.0,True,5.0,Friday,8.0,2578386123469134699,camihawke,15526265,1.0,feed,1621587599.0,,,Yanny or Laurel?,0.0,0.0,none,,,,,,,,,['manuelbifari'],['13111944'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPiuq-Kr5m1,image,multimodal_dataset_fixed\image\CPiuq-Kr5m1,1,0,1,,0,,,17914020583782746,Si intitola: “L’importanza del dialogo e della comunicazione all’interno del nucleo familiare: una disamina sulla parola come strumento d’unione” e la copertina è questa foto qui. 😂,169.0,86222.0,FEED,IMAGE,https://www.instagram.com/p/CPiuq-Kr5m1/,2021-05-31 15:38:23,1370.0,277.0,0.0,86668.0,1.0,2021.0,True,5.0,Monday,15.0,2585834399172893109,camihawke,15526265,1.0,feed,1622475503.0,,,***DUE CHIACCHIERE IN COMPAGNIA***,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPLLpfCrDxs,image,multimodal_dataset_fixed\image\CPLLpfCrDxs,1,0,1,,0,,,18089383654252550,"Oggi sono in fibrillazione: parto per Catania, il primo degli appuntamenti in cui potremo finalmente incontrarci. 
Per puro caso babbo oggi mi ha mandato su wzp questa foto: è suo padre, il mio nonno Umberto, che faceva il calciatore. 
Pensate che quando aveva 22 anni ed era ancora agli albori della sua carriera, fu protagonista di una trattativa per il suo acquisto nel Torino. Sembrava tutto confermato ma all’ultimo la cosa non andó in porto. Era il 1949 e quell’anno lo ricordiamo tutti per l’enorme tragedia dell’aereo del Grande Torino, su cui lui non era a bordo proprio per questa compravendita fallita all’ultimo minuto. 
Negli anni successivi ha giocato in serie A militando in tre squadre diverse: il Como, l’Alessandra e il Catania, di cui in foto indossa con orgoglio la maglia. 
Funfact: Catania sarà proprio la città in cui verrà biologicamente concepito Marco Angela, per poi nascere 9 mesi dopo a Milano :)",173.0,48331.0,FEED,IMAGE,https://www.instagram.com/p/CPLLpfCrDxs/,2021-05-22 12:09:49,1314.0,322.0,0.0,48826.0,1.0,2021.0,True,5.0,Saturday,12.0,2579206440940747884,camihawke,15526265,1.0,feed,1621685389.0,,,"Catania, Italy",0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPN-IUmLO70,image,multimodal_dataset_fixed\image\CPN-IUmLO70,1,0,1,,0,,,18073319998280168,"Pronto polizia del clima? Vorrei denunciare Catania per concorrenza sleale nei confronti delle altre regioni, qui si sta da Dio com’è che a Milano questa bellezzitudine caldina con profumo d’estate non si vede manco col binocolo? Grazie se accetterete la mia querela.",220.0,76482.0,FEED,IMAGE,https://www.instagram.com/p/CPN-IUmLO70/,2021-05-23 14:09:25,1520.0,503.0,0.0,77205.0,1.0,2021.0,True,5.0,Sunday,14.0,2579991412307980020,camihawke,15526265,1.0,feed,1621778965.0,,,"Catania, Italy",0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CpSQ99wDsuF,image,multimodal_dataset_fixed\image\CpSQ99wDsuF,1,0,1,,0,,,17966753330260276,Ieri abbiamo finito di girare la seconda stagione di @ilmondodialetheia.  Ci siamo letteralmente chiusi per giorni all’interno di una storia e di un mondo incredibile che non vediamo l’ora di raccontarvi e a cui speriamo vi appassionerete. D&d è veramente un gioco senza eguali a cui ricollegheró per sempre ricordi preziosi. Cosa avrà combinato Luthien a sto giro? Avrà avuto qualche tipo di problema? Stay tuned❤️,52.0,19508.0,FEED,IMAGE,https://www.instagram.com/p/CpSQ99wDsuF/,2023-03-02 11:47:43,356136.0,99.0,0.0,19659.0,1.0,2023.0,True,3.0,Thursday,11.0,3049574524620032901,camihawke,15526265,1.0,feed,1677757634.0,,,Casa vacanze Il Macchione Romizi,0.0,1.0,none,,,,,,,,,"['claudiodibiagio' 'adrianosantucci' 'guglielmoscilla' 'paolopiez'
 'martinapermegian' 'il_macchione_umbria' 'nomanamusic'
 'ilmondodialetheia' 'azzurra_cafaro']","['5160149' '6595036' '10279523' '30910201' '291128834' '19081555289'
 '37490159525' '46262454669' '47336635751']",9.0,[],[],0.0,[],0.0,0.0,[],False,ok
CPXnmSjL6k7,image,multimodal_dataset_fixed\image\CPXnmSjL6k7,1,0,1,,0,,,17874148586496155,"So che per molti questa foto non significherà nulla, ma per chi c’è stato negli ultimi anni rappresenta un buon auspicio. 
Ho questo cactus da molto tempo, da quando vivevo da sola a Milano e lo tenevo sul terrazzino di 20 centimentri che usavo per la spazzatura. L’esposizione era pessima e ogni tanto, quando fuori diluviava, mi dimenticavo di ripararlo dalla pioggia. 
Per quattro anni, nonostante le cure precarie che gli riservavo, ha fatto un fiorellino. 
Questo tipo di cactus regala fiori bellissimi, ma si schiudono di notte e durano al massimo un giorno soltanto. 
Per varie vicissitudini io, il suo fiorellino, non sono mai riuscita a vederlo sbocciare, lo trovavo sempre appassito, il giorno dopo, floscio testimone del mio pessimo tempismo. Quest’anno, per una strana legge del contrappasso, la sua bellezza me la sono goduta tutta quanta. 
Vi presento Pasqualino: per altre 12 ore sarà la mascotte di questo profilo, grazie per averne seguito amorevolmente la nascita. ❤️",1363.0,186462.0,FEED,IMAGE,https://www.instagram.com/p/CPXnmSjL6k7/,2021-05-27 08:04:56,1166.0,993.0,0.0,188818.0,1.0,2021.0,True,5.0,Thursday,8.0,2582707066391996731,camihawke,15526265,1.0,feed,1622102696.0,,,Pasqualino,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CQ3Oi00LJuN,image,multimodal_dataset_fixed\image\CQ3Oi00LJuN,1,0,1,,0,,,17908213873866101,"Ho finito di leggere questo libro e pensandoci non credo riusciró a spiegarvi bene cosa ne penso. Mi verrebbe da dire che è un romanzo ma anche un insieme di poesie, oppure che è un album fotografico con le parole che descrivono i ricordi meglio di quanto sappiano fare le immagini. Ci sono cose che devi rileggere perchè a un primo sguardo ti sembra di non averle capite, e infatti poi non le avevi capite. Moltissime pagine poi, sono lentissime, che sembra quasi non finiscano più. Ci sono passaggi cosí belli che ti chiedi come li abbia partoriti, altri che vorresti quasi saltari per la fatica di decifrare cosa c’entrino. Come si riassume tutta questa roba qui? È come un museo d’arte contemporanea: ci sono opere che capisci, opere che non capisci ma di cui in qualche modo comprendi la bellezza, percorsi tortuosi senza una vera ragione, sculture che ti fermeresti a guardare per ore. All’uscita non sai bene cosa hai visto, ma non vedi l’ora di raccontarlo. 
Sí, per me questo libro è un museo d’arte contemporanea.",96.0,21936.0,FEED,IMAGE,https://www.instagram.com/p/CQ3Oi00LJuN/,2021-07-03 11:13:06,25233.0,3002.0,0.0,25034.0,1.0,2021.0,True,7.0,Saturday,11.0,2609618474907769741,camihawke,15526265,1.0,feed,1625310786.0,,,Museo D'arte Contemporanea,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CQf6X__rO-N,image,multimodal_dataset_fixed\image\CQf6X__rO-N,1,0,1,,0,,,17859704312555939,"Ho fortemente richiesto che venisse scattata questa foto illudendomi di poter immortalare l’unico giorno della mia vita in cui sono stata più alta di @alicelikeaudrey ma riguardandola mi sono resa conto della completa disfatta, nonostante avessi barato con un tacco importante. Grazie amica mia per questa ennesima esperienza insieme, eri tu il fiore più bello della serra❤️",324.0,136060.0,FEED,IMAGE,https://www.instagram.com/p/CQf6X__rO-N/,2021-06-24 09:54:19,2046.0,384.0,0.0,136768.0,1.0,2021.0,True,6.0,Thursday,9.0,2603055845603078029,camihawke,15526265,1.0,feed,1624528459.0,,,Fiorellino,0.0,1.0,none,,,,,,,,,['alicelikeaudrey'],['2452651'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CQHAYouL7Ya,image,multimodal_dataset_fixed\image\CQHAYouL7Ya,1,0,1,,0,,,17926563673584081,"Sono tornata a Monza e sul tavolo giace una piccola parte del prezioso bottino che mi porto a casa dopo ogni nostro incontro. Quello che ci abita dentro, di solito, ha la forma della gentilezza, dell’affetto, racconta i diversi modi in cui vite distanti siano comunque in grado di incrociarsi, contaminarsi a volte, ma soprattutto consolarsi. E a me questo sembra un bene infungibile di valore inestimabile.",69.0,36214.0,FEED,IMAGE,https://www.instagram.com/p/CQHAYouL7Ya/,2021-06-14 17:45:49,1941.0,159.0,0.0,36442.0,1.0,2021.0,True,6.0,Monday,17.0,2596045403194373658,camihawke,15526265,1.0,feed,1623692749.0,,,Il Bottino,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CqIleP_jGU6,image,multimodal_dataset_fixed\image\CqIleP_jGU6,1,0,1,,0,,,17977825757092112,"Sono tornata a casa, domani riparto, torno domenica, riparto mercoledi, torno giovedi riparto venerdi,torno domenica: non vedo errori se non nella lavatrice mista bianchi e colorati che ho appena mandato.",79.0,53860.0,FEED,IMAGE,https://www.instagram.com/p/CqIleP_jGU6/,2023-03-23 14:03:51,565268.0,299.0,0.0,54238.0,1.0,2023.0,True,3.0,Thursday,14.0,3064864352903128378,camihawke,15526265,1.0,feed,1679580323.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CQLrCrGrQt3,image,multimodal_dataset_fixed\image\CQLrCrGrQt3,1,0,1,,0,,,18236012959022530,"Mi piace pensare che questo sarà un bell’accadde oggi, tra un anno, quando magari potremo dire meno male che è finita. 🤞🏼 ♥️💉 #vaccinata #evviva",537.0,118530.0,FEED,IMAGE,https://www.instagram.com/p/CQLrCrGrQt3/,2021-06-16 13:15:32,2246.0,303.0,0.0,119370.0,1.0,2021.0,True,6.0,Wednesday,13.0,2597358909831056247,camihawke,15526265,1.0,feed,1623849332.0,,,CV MONZA Ex Philips,2.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cqn57T_DcK9,image,multimodal_dataset_fixed\image\Cqn57T_DcK9,1,0,1,,0,,,17988651556927423,"Amici e amiche non so che dire.  Abbiamo messo in vendita i biglietti per il 7 ottobre e in 5 minuti sono andati sold out. Abbiamo aperto la seconda data l’8 e non ho fatto in tempo a prendere due biglietti per i miei genitori.  Abbiamo aperto dunque una terza e per forza ULTIMA data a milano venerdi 6, e anche di quella non ci sono più posti.  È molto più di quanto potevamo prevedere e sperare.  Mi esplode il cuore di gioia (e di paura).  Mi sento di dire che non posso non ascoltare quello che è successo oggi e, sebbene all’inizio avessi detto NO -sia per paura di non vendere biglietti, sia per il tour de force che dovrà affrontare la mia ansia- siamo già all’opera per aggiungere altre date in giro per i teatri d’Italia.  È una cosa che desidero fare da sempre e dovevo trovare il coraggio.  Oggi questo coraggio me lo avete dato voi.  Appena avró qualche info sul dove e sul quando ve le daró!  Non vedo l’ora di vedervi tutt.  Intanto: vi voglio mega bene.  @showreel_factory @vivoconcerti  Foto @martinamariottiph Grafica @declinedesignstudio Syling @annapastore",674.0,71359.0,FEED,IMAGE,https://www.instagram.com/p/Cqn57T_DcK9/,2023-04-04 17:59:27,905723.0,450.0,0.0,72483.0,1.0,2023.0,True,4.0,Tuesday,17.0,3073680035262874301,camihawke,15526265,1.0,feed,1680631235.0,,,,0.0,5.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CQtGScRrZpK,image,multimodal_dataset_fixed\image\CQtGScRrZpK,1,0,1,,0,,,17997498499345297,"Troppe volte nella vita mi sono circondata di persone che mi facevano sentire perennemente in difetto, manchevole, a un passo da quello che volevano loro, senza mai farmi raggiungere il traguardo. A 31 anni ho tagliato tutti quei rami secchi, su cui per altro non crescevano foglie da anni. Alla Camilla di qualche tempo fa direi proprio questo: circondati solo di persone con cui non devi usare filtri per migliorarti, con cui non devi trasformarti in qualcosa che non sei, perché quello che sei, per loro, è già prezioso così com’è, proprio per com’è.
Buona estate senza filtri amici, tranne quelli solari si intende 😂
#EstateSenzaFiltri #doveprogettoautostima #nodigitaldistortion @dove",435.0,90426.0,FEED,IMAGE,https://www.instagram.com/p/CQtGScRrZpK/,2021-06-29 12:48:33,1207.0,1225.0,0.0,92086.0,1.0,2021.0,True,6.0,Tuesday,12.0,2606767414908394058,camihawke,15526265,1.0,feed,1624970913.0,,,,3.0,1.0,none,,,,,,,,,['alicelikeaudrey'],['2452651'],1.0,[],[],0.0,[],0.0,0.0,['dove'],True,ok
CQTJOxmL-4R,image,multimodal_dataset_fixed\image\CQTJOxmL-4R,1,0,1,,0,,,17878139687398151,"Quattro cose in questa foto: felicità molta, lividi alcuni, agilità entry level, abbronzatura presente ma con giustifica.",213.0,124498.0,FEED,IMAGE,https://www.instagram.com/p/CQTJOxmL-4R/,2021-06-19 10:54:00,3428.0,368.0,0.0,125079.0,1.0,2021.0,True,6.0,Saturday,10.0,2599462007668207121,camihawke,15526265,1.0,feed,1624100040.0,,,Tintarella di luna,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CR3htmCr4H7,image,multimodal_dataset_fixed\image\CR3htmCr4H7,1,0,1,,0,,,17947239217507041,"A chi pensava che il mio silenzio circa l’esito della sfida tra Romi in rappresentanza del @maxibon Waffle Dark Berry e me medesima portabandiera del Waffle Blonde Caramel, dipendesse da una mia sconfitta ho risposto: “allora l’importante è partecipare a me non lo dici non ti permettere mai più e passami la coppa”. 🏆
#tudachewafflestai #maxibon #maxibonwaffle",124.0,78515.0,FEED,IMAGE,https://www.instagram.com/p/CR3htmCr4H7/,2021-07-28 10:31:59,3555.0,234.0,0.0,78873.0,1.0,2021.0,True,7.0,Wednesday,10.0,2627717176352539131,camihawke,15526265,1.0,feed,1627468319.0,,,,3.0,1.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,['maxibon'],True,ok
CR_XcqRrj-7,image,multimodal_dataset_fixed\image\CR_XcqRrj-7,1,0,1,,0,,,18123476575234034,"Le ragioni per cui volevo postare questa foto:
- testimoniare che comunque ho anche un costume due pezzi
- scrivere come caption ”girls just wanna have”",178.0,122778.0,FEED,IMAGE,https://www.instagram.com/p/CR_XcqRrj-7/,2021-07-31 11:36:13,4135.0,316.0,0.0,123273.0,1.0,2021.0,True,7.0,Saturday,11.0,2629923832016551867,camihawke,15526265,1.0,feed,1627731373.0,,,Ah Ok.,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CRdvrYBr94s,image,multimodal_dataset_fixed\image\CRdvrYBr94s,1,0,1,,0,,,17922766669700211,"Allora L’idea era quella di fare questa marachella per cui intitolavo la foto “ho scritto t’amo sulla sabbia” stimolando cosí la curiosità dell’utente finale che avrebbe concentrato la sua attenzione sulla scritta realizzata, per poi accorgersi dell’inaspettata burla messa in atto dalla sottoscritta. Un content veramente simpaticissimo",328.0,110201.0,FEED,IMAGE,https://www.instagram.com/p/CRdvrYBr94s/,2021-07-18 10:13:46,2693.0,327.0,0.0,110856.0,1.0,2021.0,True,7.0,Sunday,10.0,2620460247121124908,camihawke,15526265,1.0,feed,1626603226.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CrDYcfvNIA4,image,multimodal_dataset_fixed\image\CrDYcfvNIA4,1,0,1,,0,,,18264208744126749,Un post che forse andava bene su tumblr nel 2006 solo per dire che avere il ciclo mestruale fa schifo infatti mi fa male la testa la pancia la schiena e la vita.  1 like = 1 brufen,292.0,96859.0,FEED,IMAGE,https://www.instagram.com/p/CrDYcfvNIA4/,2023-04-15 10:05:49,738032.0,513.0,0.0,97664.0,1.0,2023.0,True,4.0,Saturday,10.0,3081414081391132728,camihawke,15526265,1.0,feed,1681553205.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Crfqle5tQB4,image,multimodal_dataset_fixed\image\Crfqle5tQB4,1,0,1,,0,,,17979644435297172,Nel 2018 oggi cosa stavate facendo? Io evidentemente studiavo nuove inquadrature per fare la regista di telenovelas spagnole,194.0,80875.0,FEED,IMAGE,https://www.instagram.com/p/Crfqle5tQB4/,2023-04-26 09:42:29,624287.0,316.0,0.0,81385.0,1.0,2023.0,True,4.0,Wednesday,9.0,3089375163153973368,camihawke,15526265,1.0,feed,1682502240.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CrlBPivtM98,image,multimodal_dataset_fixed\image\CrlBPivtM98,1,0,1,,0,,,17887991948817976,"Ho ritrovato la foto che avevo mandato a Leonardo di caprio del 1997. Mia madre mi aveva detto di mettermi accanto a un bel fiore e che gliel’avremmo spedita con una lettera d’amore. Cosí feci. Pensate che all’epoca mi arrivò anche una lettera di risposta, ovviamente erano tutte uguali e prestampate, ma pensate che tempi assurdi! Gli uffici stampa rispondevano alle lettere dei fan!  Al collo portavo un medaglione con due foto di leo, una per ogni lato, a colori e in bianco e nero. Cosa ho imparato da questa storia?  - il caschetto mi sta una merda - il 1997 è stato un grande anno per la mia crescita individuale - il 1997 è stato un anno molto importante anche per Leo visto che nascevano quasi tutte le sue fidanzate attuali - @leonardodicaprio rimarrà il sogno numero uno nel mio cuore, con accanto solo @chadmichaelmurray di cui mi innamorai pochi anni dopo.",529.0,92167.0,FEED,IMAGE,https://www.instagram.com/p/CrlBPivtM98/,2023-04-28 11:37:42,913290.0,543.0,0.0,93239.0,1.0,2023.0,True,4.0,Friday,11.0,3090882185405976444,camihawke,15526265,1.0,feed,1682681891.0,,,,0.0,2.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CRYgXHlrKDg,image,multimodal_dataset_fixed\image\CRYgXHlrKDg,1,0,1,,0,,,17873895977455245,"Oggi riprende il book tour direzione Sardegna❤️ Non sono mai stata nè a Olbia nè a Sassari ma solo a Cagliari qualche anno fa e in varie spiaggette! Carichissima, cappellino invaligiato e si parteeee✈️",211.0,89251.0,FEED,IMAGE,https://www.instagram.com/p/CRYgXHlrKDg/,2021-07-16 09:23:43,2648.0,289.0,0.0,89751.0,1.0,2021.0,True,7.0,Friday,9.0,2618985509500526816,camihawke,15526265,1.0,feed,1626427423.0,,,,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CS1apkBIAjf,image,multimodal_dataset_fixed\image\CS1apkBIAjf,1,0,1,,0,,,18140297194201967,"Partiti alle 9 direzione Dolomiti, siamo ancora in macchina, ce ne mancano almeno altre due, se avessimo fatto il mongol rally ci avremmo messo meno, domani previsto temporale. Foto di mare per mantenere positivaibs.",130.0,101913.0,FEED,IMAGE,https://www.instagram.com/p/CS1apkBIAjf/,2021-08-21 11:23:11,2009.0,445.0,0.0,102488.0,1.0,2021.0,True,8.0,Saturday,11.0,2645137561531451615,camihawke,15526265,1.0,feed,1629544991.0,,,"Crederci sempre, arrendersi mai.",0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CS4MFGEItQi,image,multimodal_dataset_fixed\image\CS4MFGEItQi,1,0,1,,0,,,17902461506150572,Ridi ridi che tra n’ora te beccherai un temporale che te farà stronza. #cheese,162.0,139890.0,FEED,IMAGE,https://www.instagram.com/p/CS4MFGEItQi/,2021-08-22 13:13:35,1835.0,590.0,0.0,140642.0,1.0,2021.0,True,8.0,Sunday,13.0,2645917907747525666,camihawke,15526265,1.0,feed,1629638015.0,,,Grotta della neve - Massiccio Santa Croce,1.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CS9Dl36LQRA,image,multimodal_dataset_fixed\image\CS9Dl36LQRA,1,0,1,,0,,,18248852071040927,"Oggi pausa, faccio riposare l’anca mentre leggo un libro vista Val del Mezdi, romi è sulla cima del Sassongher, ma non appena tornerà a valle ci incontreremo per mangiare e quelli per raggiungerlo saranno gli unici passi che farò oggi. Dichiarazioni rilasciate dal mio corpo stamattina alle maggiori testate giornalistiche: “finalmente è tornata in sè”.",100.0,108173.0,FEED,IMAGE,https://www.instagram.com/p/CS9Dl36LQRA/,2021-08-24 10:35:37,3063.0,228.0,0.0,108505.0,1.0,2021.0,True,8.0,Tuesday,10.0,2647287952755721280,camihawke,15526265,1.0,feed,1629801337.0,,,NOT GOOD NOT BAD,0.0,0.0,none,,,,,,,,,['aimoneromizi'],['5786712837'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cs_2iBkte4c,image,multimodal_dataset_fixed\image\Cs_2iBkte4c,1,0,1,,0,,,17977161308253219,Una foto fatata per attirare l’attenzione su un tema importante: i matrimoni che nel buffet hanno gli anelli di cipolla fritti hanno una marcia in più. Convincetemi del contrario prego,142.0,98209.0,FEED,IMAGE,https://www.instagram.com/p/Cs_2iBkte4c/,2023-06-02 18:14:25,627279.0,288.0,0.0,98639.0,1.0,2023.0,True,6.0,Friday,18.0,3116449299827125788,camihawke,15526265,1.0,feed,1685729728.0,,,"Assisi, Italy",0.0,0.0,none,,,,,,,,,['revest'],['8470070354'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CSb0W8EIG1L,image,multimodal_dataset_fixed\image\CSb0W8EIG1L,1,0,1,,0,,,18100436473253383,"Diario di bordo: Camilla è poco brava a stare al passo col content ma bravissima a fare i bagnetti rinfrescanti. Oggi siamo a Favignana, molto bello.",196.0,155325.0,FEED,IMAGE,https://www.instagram.com/p/CSb0W8EIG1L/,2021-08-11 12:47:34,4434.0,519.0,0.0,156042.0,1.0,2021.0,True,8.0,Wednesday,12.0,2637932281496366411,camihawke,15526265,1.0,feed,1628686054.0,,,Favignana,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CSjPl6KLiZg,image,multimodal_dataset_fixed\image\CSjPl6KLiZg,1,0,1,,0,,,18165300700086358,Quando mi dicono che oggi è l’ultimo giorno di mare e bisogna ripartire:,163.0,144644.0,FEED,IMAGE,https://www.instagram.com/p/CSjPl6KLiZg/,2021-08-14 10:00:14,5892.0,493.0,0.0,145301.0,1.0,2021.0,True,8.0,Saturday,10.0,2640022382335370848,camihawke,15526265,1.0,feed,1628935214.0,,,Meglio Scappare,0.0,0.0,none,,,,,,,,,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
